Index,left,Localizers,"zai 'at, in'",right,verb,Verb class,Newness_Theme,Newness_Location,definiteiniteness_Theme,Heaviness,Heaviness_differences,Animacy_Theme,Animacy_Location,Animacy_Location_minorClass,Animacy_Theme_minorClass,Construction_trichotomy,Construction,备注: 住(驻扎，驻)有关的词都从posture变成existence
180,这是通过手摸来比较宽度的实验，摸时不需看。用优势手摸这根宽度相同的木条，同时用非优势手摸斜的木条。要求你自爱斜木条上找出你觉得和另一只手摸到宽度相同的地方，摸的方法使用大拇指和食指轻轻接触木条的两边，两 只 手 同时 [,,在," ] 同 一 方向 移动 , 当 你 觉得 两 只 手 摸 的 木条 一样 宽 的 时候 就 停 下来 , 告诉 我 。 如果 你 感到 相等 的 地方 过去 了 , 可以 向 反 方向 退回 一些 , 不过 尽可能 不 要 来回 摸 多 次 。",移动,verbs of motion,given,new,indefinite,Location>Theme,2,animate,inanimate,place,body-part,uninversted sentence (PreLocPs),uninverted sentence,
43,"主体是相对于客体而言的，因而主体性是在“主体_客体”关系中的主体属性。主体间性是主体间即“主体_主体”关系中内在的性质。 作为 现代 西方 哲学 的 概念 , "" 主体 间性 "" ( intersubjec?tivity ) [",,在," ] 国内 文献 中 又 译作 "" 主体 际性 "" ' 有时 也 译作 "" 主观 间性 "" 。 [ 在 ] 汉语 中 , "" 主体 "" 和 "" 主观 "" 是 有 区别 的 , 主体性 不 等于 主观性 。 [ 在 ] 主体 和 主体 之间 , 如果",译作,verbs of activity(passive),new,new,definite,Location>Theme,2,inanimate,inanimate,concrete,concrete,uninversted sentence (PreLocPs),uninverted sentence,
338,<s> txt 文章 标题 : 作者 : 】 207 04 : 婚后，她对丈夫十分顺从，无限殷勤，使他自认为是天下最幸运、是有艳福的男子。至于她对待她丈夫的下属，也是敦厚仁慈。使得人人都是心悦诚服地爱戴她，尊重她，祝她福泽无边，荣显一世。以前人家总是说，圭蒂耶里娶了这样一个女人，真是失策，现在这些人却都异口同声地称他是个极其贤达、极其精明的人，因为除了他以外，天下再也没有第二个人能够透过她的破烂衣服，看 得 出 这个 农家 女子 身 [ [ [,上,隐藏,着 ] ] ] 这样 崇高 的 美德 。 </s>,隐藏,verbs of placement,given,given,definite,Location=Theme,1,inanimate,animate,body-part,nonconcrete,Locative inversion,Locative inversion,
356,"<s> txt 文章 标题 : 作者 : 】 22147 : 直 到 这时 , 法医 才 意识 到 侦查员 吹毛求疵 的 背 [ [ [",后,隐藏,着 ] ] ] 什么 意思 。 </s>,隐藏,verbs of placement,new,given,definite,Location>Theme,6,inanimate,inanimate,nonconcrete,nonconcrete,Locative inversion,Locative inversion,
531,"<s> 事实 证明 , 不满 的 背 [ [ [",后,隐藏,"着 ] ] ] 消费者 对 产品 的 新 企盼 , 隐藏 着 得 不 到 满足 的 市场 需求 , 这 正 是 市场 空 ... 【 文件名 : \ 当代 \ 报刊 \ 人民 日报 \ 2000年 人民 日报 \ 2000年 人民 日报 . </s>",隐藏,verbs of placement,new,given,definite,Location<Theme,-5,inanimate,inanimate,nonconcrete,nonconcrete,Locative inversion,Locative inversion,
580,"<s> txt 文章 标题 : 作者 : 】 19194 : ...知所然 时 , 要 做 减法 , 因为 天下 没有 那么 容易 得到 的 馅饼 , 太 好 的 背 [ [ [",后,隐藏,"着 ] ] ] 巨大 危机 ; 当 你 搞 不 清楚 自己 的 主营 业务 是 什么 的 时候 , 什么 都 在 做 , ... 【 文件名 : \ 当代 \ 网络 语料 \ 博客 \ 蒋小华 博客 . </s>",隐藏,verbs of placement,new,given,indefinite,Location=Theme,1,inanimate,inanimate,nonconcrete,nonconcrete,Locative inversion,Locative inversion,
709,"<s> txt 文章 标题 : 作者 : 】 35 32 : ... 的 木 甲板 , 狐狸尾巴 终于 露 了 出来 , 原来 尾 舷下 有 个 密封 的 舱口 , 这 [ [ [",里,隐藏,着 ] ] ] 一 个 秘密 的 暗舱 ! </s>,隐藏,verbs of placement,new,given,indefinite,Location<Theme,-5,inanimate,inanimate,place,concrete,Locative inversion,Locative inversion,
711,"<s> txt 文章 标题 : 作者 : 】 20145 : ... 的 战场 , 心目 中 又 生动 地 展现 出 崎岖 曲折 、 岩石 重叠 的 沙漠 景象 , 那 [ [ [",里,隐藏,"着 ] ] ] 炮台 和 坦克 , 我们 的 陆军 埋伏 在 阵地 上 , 伺机 反攻 –– 整 个 战场 情景令 ... 【 文件名 : \ 当代 \ 翻译 作品 \ 应用 文 \ 第二 次 世界 大战 回忆录 第四 卷 命运 的 关键 . </s>",隐藏,verbs of placement,new,given,indefinite,Location<Theme,-3,inanimate,inanimate,place,concrete,Locative inversion,Locative inversion,
716,"<s> txt 文章 标题 : 作者 : 】 5287 : 美国 最近 频频 挑起 同 墨西哥 的 贸易 争端 不 是 偶然 的 , 其 [ [ [",后,隐藏,着 ] ] ] 争夺 总统 宝座 的 深刻 政治 背景 。 </s>,隐藏,verbs of placement,new,given,indefinite,Location<Theme,-11,inanimate,inanimate,nonconcrete,nonconcrete,Locative inversion,Locative inversion,
128,"组织 , 所以 , 不管 名 为什么 , 这个 组织 应该 是 政府 机构 , 或 "" 二 政府 "" 。 政府 或 "" 二 政府 "" 不 能 认定 名牌 , 也 不 能 指责 别人 不 是 名牌 。 企业 要 称 自己 是 世界 名牌 , 或 [",,在," ] 包装 上 印上 这 个 字样 , 是 自己 的 行为 , 谈 不 上 什么 违法 ( 正 如 一 个 人 吹吹 自己 过 五 关 斩 六 将 也 不 算 违法 一样 ) 。 企业 出于 种种 动机 , 吹吹牛 也 难免 , 何必 那么 兴师动众",印,verbs of image,given,new,definite,Location=Theme,,inanimate,inanimate,concrete,concrete,uninversted sentence (PreLocPs),uninverted sentence,
381,"<s> txt 文章 标题 : 作者 : 】 424 26 : ... , 一 只 限睛 的 色彩 ; 你 跟 睛 里 浸润 着 遥远 的 大海 ; 或者 我 所 爱 的 眼睛 [ [ [",里,印,着 ] ] ] 悲哀 。 </s>,印,verbs of image,new,new,indefinite,Location>Theme,5,inanimate,animate,body-part,nonconcrete,Locative inversion,Locative inversion,
545,"作者 : 】 99 32 : ... 凹 等 著 "" 字样 , 扉页 上 少 "" 著 "" 为 "" 贾平凹 等 "" , 最后 一 页 的 版权页 [[[ 上 印 着 ] ] ] 如下 3 行 小字 : 【 文件名 : \ 当代 \ 报刊 \ 作家 文摘 \ 1994 \ 1994A.TXT 文章 标题 : 《 霓裳 》 假 中 有 假 贾平凹 委托 律师 作 调查 作者 : 】 99 32 : ... 前 行销 西安市 书摊 的 《 霓裳 》 版本 与 上述 版本 的 不同 之 处 在于 , 封面 [ [ [",上,印,"着 ] ] ] "" 贾平凹 著 "" , 少 了 "" 等 "" 字 , 扉页 上 也 少 "" 等 "" 字 , 最后 一 页 的 版权 ...doc#0 | </s>",印,verbs of image,new,given,indefinite,Location=Theme,-1,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
659,"<s> 今年45岁的陈毅锋是广东省罗定市人,他从1994年开始以非法手段赚取巨额钱财后,又通过捐出少量财物等手法大肆宣传,四处活动,以换来各种荣誉称号,给自己涂上“保护色”。陈毅锋 的 名片 [ [ [",上,印,着 ] ] ] 诸如“全国扶贫状元”、“中国扶贫基金会理事”、“广东省工商业联合会理事”等近30个头衔和职务。,印,verbs of image,new,given,indefinite,Location<Theme,-30,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
129,"<s> 清真寺 面北 的 屋顶 , 以及 圆顶 [[[",上,迎,"着 ] ] ] 东北风 的 几 个 部分 , 已经 开始 积雪 。 </s>",迎,verbs of activity,new,given,definite,Location>Theme,5,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
498,"<s> 金风送爽，位于黑龙江省中部的煤城鹤岗装扮一新，洋溢着节日的气氛。8月 26日 至 28日 , 这 [ [ [",里,迎来,了 ]]] 中 俄 边民 旅游 联欢节 和 经贸 洽谈会 。 </s>,迎来,verbs of motion,new,given,definite,Location<Theme,13,inanimate,inanimate,place,nonconcrete,Locative inversion,Locative inversion,
19,这种方法要求实验者对实验任务引起的刺激和反应间的一系列心理过程有精确的认识，并要求在相减的两种反应时作业中有严格的相同或匹配的部分，满足上述两点，才能应用减法法对信息的加工过程进行分析。而有时恰恰不能满足上述两点：复杂的信息加工过程难以区分不同阶段，有时不同作业的匹配难以做到，减法法的上述弱点使其在心理学研究中的应用受到一定的限制。尽管如此，在认知心理学中，分析信息加工过程还是经常应用减法法来提出很多信息加工的过程分析和一些新的理论构思。视觉编码和听觉编码实验正是应用这一方法的精妙研究设计之一。 Posner [,,在," ] 他 的 实验 应用 了 减法法 进行 分析 实验 。 自 变量 是 以 不同 时间 间隔 ( 0.3/0.5 / 1.0 / 2s ) 呈现 AA 和 Aa , 被 试 的 反应 是 认为 AA 或 Aa 相同 就 做出 反应 , 计时器 记下 反应 时间 。 结果 发现",应用,verbs of activity,given,new,indefinite,Location>Theme,2,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
766,<s> 从影剧院门前横穿中央大街，一座漂亮的农贸市场便出现在眼前。这 [ [ [,里,拥挤,"着 ] ] ] 五颜六色 , 红 的 喷艳 , 绿 的 吐鲜 , 青 的 丰厚 , 黄 的 素雅 , 层层叠叠 , 诱 ... 【 文件名 : \ 当代 \ 报刊 \ 人民 日报 \ 1996年 人民 日报 \ 8月份 . </s>",拥挤,verbs of existence,new,given,indefinite,Location<Theme,-2,inanimate,inanimate,place,nonconcrete,Locative inversion,Locative inversion,
433,"<s>20世纪就要过去了。较之去年，今年的世界似乎显得多少有些平淡。然而 , 表面 平淡 的 背 [ [ [",后,涌动,着 ] ] ] 世界 大 格局 更为 深刻 的 变化 大潮 。 </s>,涌动,verbs of (dis)appearance,new,new,indefinite,Location<Theme,-7,inanimate,inanimate,nonconcrete,nonconcrete,Locative inversion,Locative inversion,
539,"<s> 于是 这些 天 , 从 每 一 家 的 窗 眼 里 望 进去 , 都 可以 看见 屋[[[",里,涌动,着 ] ] ] 人头 。 </s>,涌动,verbs of (dis)appearance,new,given,indefinite,Location=Theme,,animate,inanimate,place,human,Locative inversion,Locative inversion,
636,<s> １９９５年被誉为河北省省会石家庄“金环”的市郊区，在河北省第一个实现小康，同年，被国务院批准为农业部城郊经济综合改革试验区。这 [ [ [,里,涌现,"了 ] ] ] 一 批 极 具 市场 观念 、 敢为人先 的 新型 农民 , 石家庄 郊区 的 发展 也 走 上 了 ... 【 文件名 : \ 当代 \ 报刊 \ 人民 日报 \ 1996年 人民 日报 \ 2月份 . </s>",涌现,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-15,animate,inanimate,place,human,Locative inversion,Locative inversion,
2,"、 应用 、 管理 和 评价 。 【 文件名 : \ 当代 \ CWAC \ AET0017.txt 文章 标题 : 作者 : 】 1092 : 课件 是 一 种 包括 科学 知识 、 道德 规范 等 教育 内容 的 载体 。 它 应用 [ 在 ] 学校 、 家庭 , 可以 [",,在,"] 个人 计算机 上 用 也 可以 [ 在 ] 局域网 或 广域网 上 使用 。 因此 , 计算机 辅助 教学 课 件 的 设计 必须 遵循 一些 基本 的 教育 原则 和 技术 标准 。 【 文件名 : \ 当代 \ CWAC \ AET0017.txt 文章 标题 : 作者 : 】",用,verbs of activity,given,new,definite,Location>Theme,6,inanimate,inanimate,concrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
601,"<s> 这 艘 沉船 位 于 江道 中心 , 船体 [[[",上,淤积,着 ] ] ] 大量 泥沙 。 </s>,淤积,verbs of existence,new,given,indefinite,Location=Theme,-1,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
620,<s> txt 文章 标题 : 作者 : 】 13 18 :烟花三月，我们驱车来到位于扬子江南岸的江阴纺织市场。 这 [ [ [,里,云集,"着 ] ] ] 近 200 家 纺织品 批发 经营 门市部 , 占地 50余 亩 , 建筑 面积 达 3万平 ... 【 文件名 : \ 当代 \ 报刊 \ 1994年 报刊 精选 \ 01 . </s>",云集,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-11,inanimate,inanimate,place,concrete,Locative inversion,Locative inversion,
162,关于人类心理的论述和研究，可以追溯到希腊的哲学著作，其中有的论述已颇具体系。但是无论他们论述得如何精细，如何严密，他们所采用的方法都是内省思辩的方法。这样结果就像两小儿辩日一样，彼此谁也说服不了哪一方。 而且 当时 的 心理学 思想 是 孕育 [,,在," ] 哲学 思想 中 的 , 不妨 称 之 为 "" 安乐椅 中 的 心理学 "" , 意 指 当时 心理学 思想 是 哲学家们 坐 [ 在 ] 安乐椅 里 苦思 冥想 中产 生 出来 的 , 这 种 状态 一直 持续 到 19世纪 中叶 。 【 文件名 : \ 当代",孕育,verbs of (dis)appearance,given,new,definite,Location<Theme,-2,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
294,"供给 , 部里 仅 留下 少数 文官 负责 制定 政策 、 计划 和 协调 工作 。 </s><s> 分散化 的 优点 是 缩小 官僚 机构 的 规模 和 集中化 程度 ; 它 通过 "" 一 步 式 商店 "" ( "" 一站式 服务 "" ) 而 提高 公共 物品 和 服务 供给 的 效率 ; 将 这些 提供 公共 物品 及 服务 的 部门 与 转移 支付 的 形式 相 结合 , 可以 取得 规模 经济 的 效益 ; 它 还是 对 政治 与 行政 二分法 观念 的 一 种 修正 。 </s><s> 一旦 提供 公共 物品 及 服务 的 机构 是 [",,在,"] 明确 的 合同 之下 运作 的 , 那么 就 没有 任何 特殊 的 理由 说明 它们 为什么 一定 非 是 政府 机构 不 可 ( 以及 它 的 职员 非得 是 公共 雇员 不 可 ) 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ APJ0076. txt 文章 标题 : 作者 : 】 50 22:6 . </s><s> 竞争 机制 的 引入 。 </s><s> 长期 以来 政府 被 当做 校正 市场 制度 、 弥补 市场 缺陷 、 克服 市场 失灵 的 主要 途径 ; 现 [ 在 ] 反 过来 , "" 新 公共 管理 "" 主张 用 市场 的 力量 来",运作,verbs of motion,given,new,indefinite,Location<Theme,-4,animate,inanimate,concrete,orginazation,uninversted sentence (PreLocPs),uninverted sentence,
753,"<s> txt 文章 标题 : 作者 : 】 2062 : 因而，在不远的将来，它还会显示出更强的整体力量和更广泛的社会影响。许多人关注到近两年知识分子群体的分化（不管是观念上，还是行为模式上）, 但 很少 注意 到 这 种 分化 的 背 [ [ [",后,蕴含,着 ]]] 较强的共同意义：不管是六站哪一种学术立场或其它立场上，都在向社会显示：他们自身的知识和理论观点，在现实社会发展乃至文化积累方面，是绝对不可或缺的。,蕴含,verbs of existence,new,given,indefinite,Location<Theme,-60,inanimate,inanimate,nonconcrete,nonconcrete,Locative inversion,Locative inversion,
410,"<s> 法治 之外 , 加上 诚信 , 内涵 [[[",上,增加,了 ] ] ] 道德 的 因素 。 </s>,增加,change of state,new,new,indefinite,Location<Theme,-2,inanimate,inanimate,nonconcrete,nonconcrete,Locative inversion,Locative inversion,
412,"教育 的 公共性 日益 突出 , 这 是 现代 教育 的 一 个 重要 进步 。 【 文件名 : \ 当代 \ CWAC \ AEM0016 . txt 文章 标题 : 作者 : 】 659:3 . 教育 的 生产性 不断 增强 这 就 决定 了 现代 社会 的 学校 教育 , [ 在 ] 教育 目的 上 既 要 培养 统治 和 管理 人才 , 又 要 培养 大量 的 劳动者 ; [",,在," ] 教学 内容 上 增加 科学 技术 教育 的 分量 , 提高 科学 技术 教育 的 地位 , 使 之 成为 现代 教育 的 中心 ; [ 在 ] 教学",增加,change of state,new,new,indefinite,Location<Theme,-3,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
413,"<s> txt 文章 标题 : 作者 : 】 25835 : 后来，前门大街上的土路铲平了，原来搭设摊棚的地方，也出现了“违章建筑”———最初东西各是一溜临街的铺面房，慢慢地，铺面房变成了前店后厂。于是 前门 大街 陡然 窄仄 起来 , 东侧 铺面房 的 背 [ [ [",后,增添,"了 ] ] ] 肉 市 ( 街 ) , 西侧 则 多 了 珠宝 市街 。 </s>",增添,change of state,new,given,indefinite,Location>Theme,6,inanimate,inanimate,nonconcrete,concrete,Locative inversion,Locative inversion,
149,"<s> [ 在 ] 这 种 情况 下 , 洋泾浜 就 变成 了 混合 语 , 又 叫 克里奥耳语 ( Creole , 是 混血儿 的 意思 ) 。 </s><s> 例如 非洲 某些 地区 的 种植园 , 不但 欧洲 殖民者 和 非洲 劳工 之间 没有 共同 的 语言 , 就 是 非洲 劳工 , 由于 来自 不同 的 部落 , 彼此 也 不 能 通话 。 </s><s> [ 在 ] 这样 的 社会 共同体 里 , 唯一 通用 的 交际 工具 只 能 是 经过 洋泾浜化 的 殖民者 的 语言 。 </s><s> 随着 不同 种族 、 部落 的 人 互相 通婚 , 克里奥耳语 就 [",,在,"] 家庭 里 扎根 , 被 下 一 代 的 孩子 作为 母语 来 学习 使用 。 </s><s> [ 在 ] 非洲 以外 的 地区 , 像 海地 有 以 法语 为 基础 的 克里奥耳语 , 牙买加 有 以 英语 为 基础 的 克里奥耳语 。 </s><s> 美国 乔治亚 、 南卡罗来纳州 沿海 岛屿 上 非洲人 后裔 使用 的 Gullah 语 , 也 是 一 种 克里奥耳语 , 它 的 基础 是 英语 。 </s><s> 洋泾浜 一旦 升格 为 克里奥耳 , [ 在 ] 一 个 社会 的 全体 成员 的 口头 中 扎下根 , 就 会 扩大 词汇 , 严密 语法 , 迅速 地",扎根,verbs of posture,given,new,definite,Location=Theme,-1,inanimate,inanimate,place,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
367,社会多元主义、阶级制度、市民社会、对法治的信念、亲历代议制的经验、精神权威与世俗权威的分离、对个人主义的坚持--出现于1000多年前的西欧现代 民主 作为 西方 的 产物 [ 在 ] 多 大 程度 上 可以 [,,在,] 非西方 社会 扎根 ? </s><s> 【 文件名 : \ 当代 \ CWAC \ APM0078. txt 文章 标题 : 作者 : 】 57 33:1 、 起义 背景 -- 发生 [ 在 ] 第一 世界 的 武装 起义 【 文件名 : \ 当代 \ CWAC \ APM0078. txt 文章 标题 : 作者 : 】 5734 : [ 在 ] 民主 与 独裁 间 摇摆 【 文件名 : \ 当代 \ CWAC \ APM0078. txt 文章 标题 : 作者 : 】 57 35 : 一 个 民族 [ 在 ] 特定 时期 流行 的 一 套 政治 态度 、 信仰 和 感情 。 </s>,扎根,verbs of posture,new,new,definite,Location<Theme,-5,inanimate,inanimate,place,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
639,"<s> txt 文章 标题 : 作者 : 】 137 27 : ... 道 , 普京 表示 他 已 准备 与 车臣 有关 方面 举行 谈判 , 但 不 是 与 那些 "" 手 [ [ [",上,沾,"着 ] ] ] 俄罗斯 公民 鲜血 "" 的 人 。 </s>",沾,verbs of attachment,new,new,indefinite,Location<Theme,-5,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
305,我们可以根据语素在词中的不同作用把它分成词根、词缀、词尾三类。词根是词的核心部分，词的意义主要是由它体现出来的。它可以单独构成词，也可以彼此组合成词。 汉语 中 绝大多数 的 词 都 是 由 词根 构成 的 。 词缀 是 只 能 粘附 [,,在," ] 词根 上 构成 新词 的 语素 , 它 本身 不 能 单独 构成 词 。 粘附 [ 在 ] 词根 前面 的 词缀 称为 前缀 , 粘附 [ 在 ] 词根 后面 的 词缀 称为 后缀 , 插入 词根 中间 的 词缀 称为 中缀 。 例如 汉语 "" 第一 "" "" 第二 "" 中 的 "" 第 "" , "" 老张 "" "" 老三 "" 中 的 "" 老 "" , 英语 的 "" un- known "" ( 未知 的",粘附,verbs of attachment,given,given,indefinite,Location>Theme,2,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
33,"经济体制改革是中国改革开放最重要的内容之一。新中国成立后的前30年，中国政府一直推行计划经济体制，工厂按照国家计划生产产品，农村按照国家计划种植农作物，商业部门按照国家计划进货和销售，所有的品种、数量和价格都由计划部门统一制定。这种体制使中国经济能够有计划有目标地稳定发展，但也严重地束缚了其本身的活力和发展的速度。 1978年 , 经济 体制 改革 率先 [",,在,"] 农村 展开 , 1984年 扩展 到 城市 。 </s><s> 1992年 , 经过 十几 年 改革 开放 的 尝试 , 中国 政府 将 建立 社会主义 市场 经济 体制 确立 为 改革 方向 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ CEE 0139 . </s><s> txt 文章 标题 : 作者 : 】 9853 : 现 [ 在 ] 的 中国 , 社会主义 市场 经济 体制 已经 初步 建立 , 市场 [ 在 ] 资源 配置 中 的 基础 作用 显著 增强 , 宏观 调控 体系 日趋 完善 ; 以 公有制 经济 为 主体 、 个体 和 私营 等 非公有制 经济 共同 发展",展开,verbs of activity,given,new,definite,Location<Theme,-5,inanimate,inanimate,place,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
40,观念论的科学史家认为：科学本质上是观念，科学观念的发展是内在的和自主的，科学史是观念内在更替的思想史。这种科学史将会把注意力集中在科学观念的内在演变之上，将会比较关注与科学观念相关的哲学史和思想史。法国科学史家柯瓦雷是这种观念论科学史的开创者和主要代表。他毕业致力于研究16、17世纪基本科学观念的形成过程，为我们提供了一幅有说服力的近代科学革命的图景。柯瓦雷认为，17世纪科学革命既改变了近代思想的内容，也改变了近代思想的框架本身。希腊人有限的、层次分明的、和谐有序的、天球层层相套的宇宙（cosmos）被打碎，代之以无限的、均匀各向同性的、几何化的宇宙（universe），是这场思想革命的主题。而这是这种宇宙观的彻底改变，要求近代哲学和近代科学基本概念和基本原理的重建。 他 [,,在,"] 1940年 出版 的 《 伽利略 研究 》 一 书 中 , 充分 展示 了 "" 概念 分析 技术 "" 的 威力 。 </s><s> 通过 对 大量 历史 文献 的 解释 , 他 表明 了 , 导致 伽利略 新 物理学 和 新 天文学 诞生 的 , 不 是 新 事实 的 发现 , 而 是 新 观念 的 出现 , 而 这些 新 观念 与 当时 的 哲学 、 宗教 、 形而上学 的 观念 交织 [ 在 ] 一起 , 密切 相关 。 </s><s> [ 在 ] 柯瓦雷 的 示范 下 , 五 、 六十 年代 出现 了 一 大 批 科学",展示,verbs of activity,new,new,definite,Location>Theme,5,inanimate,inanimate,concrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
210,"来 攘窃 政权 而 存心 把持 它 。 </s><s> 只 从 东汉 末年 起 , 读书人 形成 门第 , 此后 魏晋 南 北 朝 , 我们 也 可 说 这 时期 是 一 种 门第 政权 , 当时 的 政权 差不多 全 操 [ 在 ] 大门 第手 里 。 </s><s> 但 [ 在 ] 当时 , 实 也 没有 特许 门第 来 控制 政权 的 制度 。 </s><s> [ 在 ] 当时 制度 上 , 则 仍 只是 要 把 政权 托付 给 读书人 。 </s><s> 但 [ 在 ] 社会 情势 下 , 则 读书人 全 出于 门第 , 因此 门第 [",,在,"] 政治 上 便 占 了 权 。 </s><s> 此 乃 一 种 社会 趋势 , 政治 积习 , 而 当时 制度 却 也 没有 特地 用心 用力 来 矫正 它 , 如此 而已 。 </s><s> 一 到 唐代 , 公开 考试 , 把 政权 再 开放 , 于是 门第 推翻 , 仍 回复 到 士人 政权 的 旧 传统 。 </s><s> 今天 我们 则 要 讲 全民 政权 , 国家 主权 应 [ 在 ] 全体 民众 , 这 也 可 说 是 我们 的 理想 。 </s><s> 但 若 要 真待 全体 民众 集合 起来 掌握 政权 , 这 事 还 是",占,verbs of activity,new,given,indefinite,Location>Theme,3,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
211,"CWAC \ ALT0049. txt 文章 标题 : 作者 : 】 2855 : 语言 活动 深入 人类 社会 生活 的 一切 领域 , 只要 有 人 活动 的 地方 就 需要 语言 。 </s><s> 这 种 情况 必然 会 使 语言 的 研究 和 其他 学科 发生 密切 的 关系 。 </s><s> [ 在 ] 语文学 时期 , 语言 研究 就 和 各 种 古 文献 的 研究 密不可分 , 它 的 成果 是 哲学 、 历史学 、 考古学 、 文学 、 政治学 、 经济学 、 逻辑学 、 社会学 、 民族学 等 学科 所 必须 利用 的 , 可 见 语言 研究 [",,在,"] 这些 社会 科学 中 已 占 重要 的 地位 。 </s><s> 随着 科学 技术 的 发展 , 语言 研究 不仅 与 社会 科学 , 而且 还 和 很多 自然 科学 发生 了 密切 的 关系 。 </s><s> 这 可以 联系 交际 的 过程 加以 分析 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ ALT0049. txt 文章 标题 : 作者 : 】 2856 : 运用 语言 进行 交际 的 过程 是 瞬息间 的 事情 , 但 却 包含 着 一 系列 复杂 的 问题 。 </s><s> 如果 借用 信息论 的 术语 来说 , 这 一 过程 大体上 可以 分为 "" 编码 ––",占,verbs of activity,new,given,indefinite,Location>Theme,3,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
212,"民俗学强调""田野作业""、实地采集、直接实录的形式。这种采录又是综合性的，民族学、地理学、经济学、心理学、伦理学等方法都有涉及应用。同时由于民俗文化现象的多样性和复杂性，精密、大量的科学数据均需依靠现代化的设备和手段帮助采集。录音、摄象不仅保证了声音所达的实例符合原声，还保证了色彩、形状、情态、行动所传达的实例符合原貌。 实地 、 实物 、 实事 的 采录 [",,在,"] 当代 民俗 文化 调查 方法 中 占 主导 地位 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ AHM0032 . </s><s> txt 文章 标题 : 作者 : 】 1891 : 有关 研究 地方志 社会 调查 与 采访 问题 的 部分 成果 , 可 参见 广州市 地方志 办公室 , 广州市 地方志馆 编 : 《 新 方志 理论 探索 》 , 广东 科技 出版社 1997年 版 , 龚伯洪 的 《 论 创立 新 方志学 采访 理论 》 , 黄银英 的 《 略论 直接 调查 [ 在 ] 新 方志 编修 中 的 作用 》 , 杨苗丽 的 《 浅谈 采访 [ 在",占,verbs of activity,new,given,indefinite,Location>Theme,8,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
214,第二，“新公共管理”开阔了公共行政学的理论视野，具有一系列主题创新。传统的公共行政学主要着眼于政府内部事务的研究，即注重的是对政府组织体制、行政过程以及行政法规的研究，过于以“组织内部”取向，理论上过于空洞，而且主要局限于政府行政管理的研究，忽视了对其他公共组织（如非营利组织、中介组织、社会团体）的研究。“新公共管理”在保留传统行政学的某些基本主题的基础上，在研究视野、主题领域及范围上有重大的突破、拓展与创新：一是将传统行政学的研究对象由政府行政部门扩展到立法、司法机关和非政府部门的公共组织上。“新公共管理”的中心主题是：“在提供公共利益和服务时，除了拓宽和完善官僚机构之外，其他机构也可以提供所有这些职能”。二是研究焦点不仅以“组织内部定向”，而且注重公共组织与社会环境的相互作用，考虑公共组织如何适应环境以及它们在环境中的优势和劣势、机会和威胁， 这 就 使得 战略 计划 和 战略 管理 [,,在," ] "" 新 公共 管理 "" 中 占有 突出 的 地位 ; 同时 , 对于 公共 管理者 与 公民 关系 的 关注 , 也 使得 公共 责任 、 行政 理论 一 类 的 主题 成为 公共 管理 学 的 重要 内容 。 三 是 涉及 传统 公共 行政学 中 所 没有",占,verbs of activity,new,given,indefinite,Location>Theme,2,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
